operator_id,network_operator,service_area_id,node_id,node_label,node_kind,source_native_key,source_ids,evidence_status,status,notes
MVM_EMASZ,MVM Émász Áramhálózati Kft.,MVM_EMASZ:SERVICE_AREA,MVM_EMASZ:BABR,Bükkábrány,DSO_SUBSTATION,BABR|Bükkábrány,SRC-B10-MVM-EMASZ-CONSUMPTION-HEADROOM-2026,OBS,NODE_IDENTITY_PROVEN,"Attributed public node identity fact from the current consumption-side free-capacity table; not proof of complete operator inventory."
MVM_EMASZ,MVM Émász Áramhálózati Kft.,MVM_EMASZ:SERVICE_AREA,MVM_EMASZ:BGYA,Balassagyarmat,DSO_SUBSTATION,BGYA|Balassagyarmat,SRC-B10-MVM-EMASZ-CONSUMPTION-HEADROOM-2026,OBS,NODE_IDENTITY_PROVEN,"Attributed public node identity fact from the current consumption-side free-capacity table; not proof of complete operator inventory."
MVM_EMASZ,MVM Émász Áramhálózati Kft.,MVM_EMASZ:SERVICE_AREA,MVM_EMASZ:BNAD,Borsodnádasd,DSO_SUBSTATION,BNAD|Borsodnádasd,SRC-B10-MVM-EMASZ-CONSUMPTION-HEADROOM-2026,OBS,NODE_IDENTITY_PROVEN,"Attributed public node identity fact from the current consumption-side free-capacity table; not proof of complete operator inventory."
MVM_EMASZ,MVM Émász Áramhálózati Kft.,MVM_EMASZ:SERVICE_AREA,MVM_EMASZ:EGER22,Eger Dél 22 kV,DSO_SUBSTATION,EGER22|Eger Dél 22 kV,SRC-B10-MVM-EMASZ-CONSUMPTION-HEADROOM-2026,OBS,NODE_IDENTITY_PROVEN,"Attributed public node identity fact from the current consumption-side free-capacity table; not proof of complete operator inventory."
MVM_EMASZ,MVM Émász Áramhálózati Kft.,MVM_EMASZ:SERVICE_AREA,MVM_EMASZ:EGES22,Eger Észak 22 kV,DSO_SUBSTATION,EGES22|Eger Észak 22 kV,SRC-B10-MVM-EMASZ-CONSUMPTION-HEADROOM-2026,OBS,NODE_IDENTITY_PROVEN,"Attributed public node identity fact from the current consumption-side free-capacity table; not proof of complete operator inventory."
MVM_EMASZ,MVM Émász Áramhálózati Kft.,MVM_EMASZ:SERVICE_AREA,MVM_EMASZ:EGES11,Eger Észak 11 kV,DSO_SUBSTATION,EGES11|Eger Észak 11 kV,SRC-B10-MVM-EMASZ-CONSUMPTION-HEADROOM-2026,OBS,NODE_IDENTITY_PROVEN,"Attributed public node identity fact from the current consumption-side free-capacity table; not proof of complete operator inventory."
MVM_EMASZ,MVM Émász Áramhálózati Kft.,MVM_EMASZ:SERVICE_AREA,MVM_EMASZ:ENCS,Encs,DSO_SUBSTATION,ENCS|Encs,SRC-B10-MVM-EMASZ-CONSUMPTION-HEADROOM-2026,OBS,NODE_IDENTITY_PROVEN,"Attributed public node identity fact from the current consumption-side free-capacity table; not proof of complete operator inventory."
MVM_EMASZ,MVM Émász Áramhálózati Kft.,MVM_EMASZ:SERVICE_AREA,MVM_EMASZ:FZSO22,Felsőzsolca 22 kV,DSO_SUBSTATION,FZSO22|Felsőzsolca 22 kV,SRC-B10-MVM-EMASZ-CONSUMPTION-HEADROOM-2026,OBS,NODE_IDENTITY_PROVEN,"Attributed public node identity fact from the current consumption-side free-capacity table; not proof of complete operator inventory."
MVM_EMASZ,MVM Émász Áramhálózati Kft.,MVM_EMASZ:SERVICE_AREA,MVM_EMASZ:GYHAL,Gyöngyöshalász,DSO_SUBSTATION,GYHAL|Gyöngyöshalász,SRC-B10-MVM-EMASZ-CONSUMPTION-HEADROOM-2026,OBS,NODE_IDENTITY_PROVEN,"Attributed public node identity fact from the current consumption-side free-capacity table; not proof of complete operator inventory."
MVM_EMASZ,MVM Émász Áramhálózati Kft.,MVM_EMASZ:SERVICE_AREA,MVM_EMASZ:GYON22,Gyöngyös 22 kV,DSO_SUBSTATION,GYON22|Gyöngyös 22 kV,SRC-B10-MVM-EMASZ-CONSUMPTION-HEADROOM-2026,OBS,NODE_IDENTITY_PROVEN,"Attributed public node identity fact from the current consumption-side free-capacity table; not proof of complete operator inventory."
