product_controller,outdoor_temperature_c,water_outlet_temperature_c,performance_level,thermal_capacity_kw,electrical_input_kw,cop,evidence_status,source_id,notes
LA2030CP+WPM_TOUCH,-15,65,MIN,8.72,5.77,1.51,OBS,SRC-B05-DIMPLEX-LA2030CP-W65-PERFORMANCE-2026,"Exact source-table coordinate; no interpolation or graph digitization."
LA2030CP+WPM_TOUCH,-15,65,MAX,17.60,12.39,1.42,OBS,SRC-B05-DIMPLEX-LA2030CP-W65-PERFORMANCE-2026,"Exact source-table coordinate; no interpolation or graph digitization."
LA2030CP+WPM_TOUCH,-10,65,MIN,8.32,4.80,1.73,OBS,SRC-B05-DIMPLEX-LA2030CP-W65-PERFORMANCE-2026,"Exact source-table coordinate; no interpolation or graph digitization."
LA2030CP+WPM_TOUCH,-10,65,MAX,20.05,12.43,1.61,OBS,SRC-B05-DIMPLEX-LA2030CP-W65-PERFORMANCE-2026,"Exact source-table coordinate; no interpolation or graph digitization."
LA2030CP+WPM_TOUCH,-7,65,MIN,7.84,4.30,1.82,OBS,SRC-B05-DIMPLEX-LA2030CP-W65-PERFORMANCE-2026,"Exact source-table coordinate; no interpolation or graph digitization."
LA2030CP+WPM_TOUCH,-7,65,MAX,21.60,12.36,1.75,OBS,SRC-B05-DIMPLEX-LA2030CP-W65-PERFORMANCE-2026,"Exact source-table coordinate; no interpolation or graph digitization."
LA2030CP+WPM_TOUCH,2,65,MIN,5.70,2.69,2.12,OBS,SRC-B05-DIMPLEX-LA2030CP-W65-PERFORMANCE-2026,"Exact source-table coordinate; no interpolation or graph digitization."
LA2030CP+WPM_TOUCH,2,65,MAX,17.37,8.19,2.12,OBS,SRC-B05-DIMPLEX-LA2030CP-W65-PERFORMANCE-2026,"Exact source-table coordinate; no interpolation or graph digitization."
LA2030CP+WPM_TOUCH,7,65,MIN,6.41,2.60,2.47,OBS,SRC-B05-DIMPLEX-LA2030CP-W65-PERFORMANCE-2026,"Exact source-table coordinate; no interpolation or graph digitization."
LA2030CP+WPM_TOUCH,7,65,MAX,16.75,6.54,2.56,OBS,SRC-B05-DIMPLEX-LA2030CP-W65-PERFORMANCE-2026,"Exact source-table coordinate; no interpolation or graph digitization."
LA2030CP+WPM_TOUCH,12,65,MIN,7.18,2.58,2.78,OBS,SRC-B05-DIMPLEX-LA2030CP-W65-PERFORMANCE-2026,"Exact source-table coordinate; no interpolation or graph digitization."
LA2030CP+WPM_TOUCH,12,65,MAX,18.65,6.53,2.86,OBS,SRC-B05-DIMPLEX-LA2030CP-W65-PERFORMANCE-2026,"Exact source-table coordinate; no interpolation or graph digitization."
LA2030CP+WPM_TOUCH,20,65,MIN,8.41,2.60,3.23,OBS,SRC-B05-DIMPLEX-LA2030CP-W65-PERFORMANCE-2026,"Exact source-table coordinate; no interpolation or graph digitization."
LA2030CP+WPM_TOUCH,20,65,MAX,20.58,6.55,3.14,OBS,SRC-B05-DIMPLEX-LA2030CP-W65-PERFORMANCE-2026,"Exact source-table coordinate; no interpolation or graph digitization."
LA2030CP+WPM_TOUCH,30,65,MIN,10.47,2.56,4.09,OBS,SRC-B05-DIMPLEX-LA2030CP-W65-PERFORMANCE-2026,"Exact source-table coordinate; no interpolation or graph digitization."
LA2030CP+WPM_TOUCH,30,65,MAX,24.95,6.48,3.85,OBS,SRC-B05-DIMPLEX-LA2030CP-W65-PERFORMANCE-2026,"Exact source-table coordinate; no interpolation or graph digitization."
LA2030CP+WPM_TOUCH,40,65,MIN,12.79,2.49,5.14,OBS,SRC-B05-DIMPLEX-LA2030CP-W65-PERFORMANCE-2026,"Exact source-table coordinate; no interpolation or graph digitization."
LA2030CP+WPM_TOUCH,40,65,MAX,29.57,6.37,4.64,OBS,SRC-B05-DIMPLEX-LA2030CP-W65-PERFORMANCE-2026,"Exact source-table coordinate; no interpolation or graph digitization."
